ensgID	enstID	hgncID	hgncSymbol	geneName	syn	mis	non	splice	frameshift	lof	prot	all
ENSG00000010610	ENST00000011653	1678	CD4	CD4	5.54442117469e-06	1.24057896012e-05	6.25566246084e-07	3.59619986861e-07	8.64330934248e-08	1.0716193263698e-06	1.34774089275698e-05	1.90218301022598e-05
ENSG00000011105	ENST00000011898	21640	TSPAN9	TSPAN9	3.49424083276e-06	6.36461966732e-06	2.16625234486e-07	3.59191679527e-07	3.28094981525e-08	6.086264121655e-07	6.9732460794855e-06	1.04674869122455e-05
ENSG00000011478	ENST00000012049	25952	QPCTL	QPCTL	6.28518619221e-06	1.43936094593e-05	4.49531592009e-07	2.59049499122e-07	4.48664305179e-07	1.15724539631e-06	1.555085485561e-05	2.183604104782e-05
ENSG00000011485	ENST00000012443	9322	PPP5C	PPP5C	8.48447277337e-06	1.70417954847e-05	8.52245635766e-07	4.91734165175e-07	8.45534170085e-07	2.189513971026e-06	1.9231309455726e-05	2.7715782229096e-05
ENSG00000012963	ENST00000013070	20344	UBR7	UBR7	4.33924731934e-06	9.94942341705e-06	4.74890854874e-07	3.89602952159e-07	1.42962726227e-06	2.294121069303e-06	1.2243544486353e-05	1.6582791805693e-05
ENSG00000012983	ENST00000013125	6867	MAP4K5	MAP4K5	5.95754916618e-06	1.49546838545e-05	1.09826288847e-06	8.81562439309e-07	2.18996506277e-06	4.169790390549e-06	1.9124474245049e-05	2.5082023411229e-05
ENSG00000241644	ENST00000013222	6069	INMT	INMT	4.4270229948e-06	9.12691413571e-06	3.38478807649e-07	9.27042404929e-08	1.28160367466e-07	5.593434156079e-07	9.6862575513179e-06	1.41132805461179e-05
ENSG00000012061	ENST00000013807	3433	ERCC1	ERCC1	4.894859023e-06	9.7216043144e-06	4.1380413875e-07	2.87737454218e-07	5.09653672596e-07	1.211195265564e-06	1.0932799579964e-05	1.5827658602964e-05
ENSG00000013588	ENST00000014914	9836	GPRC5A	GPRC5A	5.32911774891e-06	1.16227414583e-05	5.34540844264e-07	9.12175903888e-08	5.43720910854e-08	6.801305257382e-07	1.23028719840382e-05	1.76319897329482e-05
ENSG00000013583	ENST00000014930	17176	HEBP1	HEBP1	2.61469657663e-06	6.7174031379e-06	2.23167454636e-07	1.30239610277e-07	7.29223065141e-08	4.263293714271e-07	7.1437325093271e-06	9.7584290859571e-06
ENSG00000014919	ENST00000016171	2263	COX15	COX15	4.50152386403e-06	1.14303942655e-05	9.0560936223e-07	3.50068977253e-07	1.26709216913e-06	2.522770508613e-06	1.3953164774113e-05	1.8454688638143e-05
ENSG00000071203	ENST00000016913	13370	MS4A12	MS4A12	2.81216140695e-06	6.9860891906e-06	2.42738743096e-07	2.32841976573e-07	5.01681314649e-07	9.77262034318e-07	7.963351224918e-06	1.0775512631868e-05
ENSG00000015568	ENST00000016946	32418	RGPD5	RGPD5	1.63001720589e-06	4.00833875139e-06	2.64225626606e-07	8.87981601749e-08	3.52841732412e-06	3.8814411109009e-06	7.8897798622909e-06	9.5197970681809e-06
ENSG00000015532	ENST00000017003	15517	XYLT2	XYLT2	1.31369024096e-05	3.0169253219e-05	1.14986782273e-06	4.15784859113e-07	7.39101970178e-07	2.304754652021e-06	3.2474007871021e-05	4.5610910280621e-05
ENSG00000080293	ENST00000019103	10608	SCTR	SCTR	5.80403499707e-06	1.27250546515e-05	6.44729635177e-07	4.94767262946e-07	2.16820886198e-06	3.307705760103e-06	1.6032760411603e-05	2.1836795408673e-05
ENSG00000017797	ENST00000019317	9841	RALBP1	RALBP1	7.04020890179e-06	1.77866192626e-05	1.18431945768e-06	3.39835284768e-07	1.18944385223e-07	1.643099127671e-06	1.9429718390271e-05	2.6469927292061e-05
ENSG00000059915	ENST00000020673	9507	PSD	PSD	1.51343459753e-05	3.50653590985e-05	1.43267745017e-06	7.2534342309e-07	2.31223562931e-06	4.47025650257e-06	3.953561560107e-05	5.466996157637e-05
ENSG00000019505	ENST00000020926	14962	SYT13	SYT13	6.85365716014e-06	1.41529184046e-05	5.48893053506e-07	2.24588111466e-07	3.7688780283e-07	1.150368967802e-06	1.5303287372402e-05	2.2156944532542e-05
ENSG00000021488	ENST00000023064	11067	SLC7A9	SLC7A9	9.19627881346e-06	1.69485952378e-05	4.83537258503e-07	4.88406589734e-07	5.55119291539e-07	1.527063139776e-06	1.8475658377576e-05	2.7671937191036e-05
ENSG00000022277	ENST00000023939	15890	RTFDC1	RTFDC1	3.9300565268e-06	8.38176983064e-06	5.20610833856e-07	3.30985668334e-07	6.87574660669e-07	1.539171162859e-06	9.920940993499e-06	1.3850997520299e-05
ENSG00000022567	ENST00000024061	29196	SLC45A4	SLC45A4	1.91601815416e-05	3.48737261944e-05	9.74696787125e-07	3.08352577492e-07	1.57851107353e-06	2.861560438147e-06	3.7735286632547e-05	5.6895468174147e-05
ENSG00000023287	ENST00000025008	15574	RB1CC1	RB1CC1	1.4166040799e-05	3.64828369936e-05	2.77832972679e-06	9.84432193224e-07	1.6349060343e-06	5.397667954314e-06	4.1880504947914e-05	5.6046545746914e-05
ENSG00000023516	ENST00000025301	369	AKAP11	AKAP11	1.81544800983e-05	4.43087901915e-05	2.4953095657e-06	4.47476558428e-07	6.54338960802e-07	3.59712508493e-06	4.790591527643e-05	6.606039537473e-05
ENSG00000007541	ENST00000026218	14135	PIGQ	PIGQ	1.27927860981e-05	2.61551375996e-05	9.81561827862e-07	3.53853599207e-07	7.85002555817e-09	1.34326545262717e-06	2.74984030522272e-05	4.02911891503272e-05
ENSG00000079112	ENST00000027335	1756	CDH17	CDH17	9.53735202723e-06	2.24640485105e-05	1.20626606418e-06	7.19646089697e-07	2.24460311374e-06	4.170515267617e-06	2.6634563778117e-05	3.6171915805347e-05
ENSG00000027847	ENST00000029410	930	B4GALT7	B4GALT7	5.96458777888e-06	1.32367078018e-05	3.42076217906e-07	2.12582276158e-07	1.47359568149e-06	2.028254175554e-06	1.5264961977354e-05	2.1229549756234e-05
ENSG00000031003	ENST00000033079	1335	FAM13B	FAM13B	7.82046418607e-06	2.18011023154e-05	1.34205007501e-06	8.68388241914e-07	4.00019391196e-06	6.210632228884e-06	2.8011734544284e-05	3.5832198730354e-05
ENSG00000033100	ENST00000035307	29270	CHPF2	CHPF2	1.14301292993e-05	3.06690583588e-05	1.94571148638e-06	1.33523948747e-07	8.37561368199e-07	2.916796803326e-06	3.3585855162126e-05	4.5015984461426e-05
ENSG00000033122	ENST00000035383	18531	LRRC7	LRRC7	1.67915807344e-05	4.06799388324e-05	2.49604901721e-06	1.05343054338e-06	2.44349250588e-06	5.99297206647e-06	4.667291089887e-05	6.346449163327e-05
ENSG00000034713	ENST00000037243	13291	GABARAPL2	GABARAPL2	1.79637867177e-06	3.61545842426e-06	2.35075766532e-07	1.32634374832e-07	4.19540713258e-07	7.87250854622e-07	4.402709278882e-06	6.199087950652e-06
ENSG00000034971	ENST00000037502	7610	MYOC	MYOC	6.30008759924e-06	1.46567901001e-05	1.22419049923e-06	9.38943034166e-08	7.14232841537e-07	2.0323176441836e-06	1.66891077442836e-05	2.29891953435236e-05
ENSG00000035141	ENST00000037869	25911	FAM136A	FAM136A	1.42306407332e-06	4.17128096222e-06	1.40435372676e-07	8.49893498985e-08	2.93528179577e-07	5.189529021515e-07	4.6902338643715e-06	6.1132979376915e-06
ENSG00000036473	ENST00000039007	8512	OTC	OTC	3.68980985768e-06	8.87752389671e-06	6.75498274832e-07	3.88210553284e-07	5.30671337026e-07	1.594380165142e-06	1.0471904061852e-05	1.4161713919532e-05
ENSG00000052841	ENST00000039989	25596	TTC17	TTC17	1.25438041042e-05	3.10621659965e-05	2.10517114005e-06	1.02176797449e-06	1.44637746716e-06	4.5733165817e-06	3.56354825782e-05	4.81792866824e-05
ENSG00000037965	ENST00000040584	5129	HOXC8	HOXC8	5.3834418217e-06	9.51064358381e-06	6.70540330747e-07	4.66445346836e-08	1.50950605737e-07	8.681354711676e-07	1.03787790549776e-05	1.57622208766776e-05
ENSG00000037757	ENST00000040663	28469	MRI1	MRI1	5.74924935593e-06	1.24599391924e-05	3.84644567388e-07	1.86003806114e-07	1.15521990282e-07	6.86170363784e-07	1.3146109556184e-05	1.8895358912114e-05
ENSG00000038219	ENST00000040738	31792	BOD1L1	BOD1L1	3.02052071476e-05	7.21957820284e-05	3.48339335694e-06	8.34445902873e-07	4.90444083094e-07	4.808283342907e-06	7.7004065371307e-05	0.000107209272518907
ENSG00000059588	ENST00000040877	11568	TARBP1	TARBP1	1.86026275876e-05	4.09540788576e-05	2.04234705288e-06	1.2297250415e-06	9.76256960352e-06	1.30346416979e-05	5.39887205555e-05	7.25913481431e-05
ENSG00000040608	ENST00000043402	18601	RTN4R	RTN4R	8.55350432156e-06	1.90540978193e-05	4.77191185375e-07	2.0715171082e-08	5.61666980745e-08	5.540730545315e-07	1.96081708738315e-05	2.81616751953915e-05
ENSG00000041357	ENST00000044462	9533	PSMA4	PSMA4	2.3231205555e-06	6.53392551711e-06	4.10925882349e-07	3.08141308482e-07	8.74966749093e-07	1.594033939924e-06	8.127959457034e-06	1.0451080012534e-05
ENSG00000042813	ENST00000046087	15662	ZPBP	ZPBP	3.53519531373e-06	1.0151107539e-05	7.03575196274e-07	3.0559330501e-07	5.55768165115e-07	1.564936666399e-06	1.1716044205399e-05	1.5251239519129e-05
ENSG00000043462	ENST00000046794	6529	LCP2	LCP2	6.4699601957e-06	1.38473553886e-05	6.78671362279e-07	1.00857327067e-06	4.94375700961e-06	6.631001642559e-06	2.0478357031159e-05	2.6948317226859e-05
ENSG00000011465	ENST00000052754	2705	DCN	DCN	4.17942527563e-06	9.60937242201e-06	5.95822002013e-07	3.88521255165e-07	8.89076284931e-07	1.873419542109e-06	1.1482791964119e-05	1.5662217239749e-05
ENSG00000048462	ENST00000053243	11913	TNFRSF17	TNFRSF17	2.59191124998e-06	5.57601750779e-06	2.32221868443e-07	8.59570476475e-08	5.01943095972e-08	3.683732256877e-07	5.9443907334777e-06	8.5363019834577e-06
ENSG00000048544	ENST00000053468	14502	MRPS10	MRPS10	2.20945269687e-06	5.22944863458e-06	3.57941811119e-07	2.48034378532e-07	4.09615649871e-07	1.015591839522e-06	6.245040474102e-06	8.454493170972e-06
ENSG00000030582	ENST00000053867	4601	GRN	GRN	9.98242838732e-06	2.14546213235e-05	1.12092470856e-06	6.26575956314e-07	7.06332580346e-07	2.45383324522e-06	2.390845456872e-05	3.389088295604e-05
ENSG00000041988	ENST00000054650	20855	THAP3	THAP3	3.4536840217e-06	8.13377273406e-06	2.96685574784e-07	1.60612458376e-07	4.64055778463e-08	5.037036110063e-07	8.6374763450663e-06	1.20911603667663e-05
ENSG00000049245	ENST00000054666	12644	VAMP3	VAMP3	1.44485590001e-06	3.18237994259e-06	2.8393365592e-07	1.72030820454e-07	5.43549911871e-08	5.103194675611e-07	3.6926994101511e-06	5.1375553101611e-06
ENSG00000049247	ENST00000054668	12636	UTS2	UTS2	1.70348044976e-06	4.06919564569e-06	1.45225526843e-07	1.77431932531e-07	5.48749704304e-08	3.775324298044e-07	4.4467280754944e-06	6.1502085252544e-06
ENSG00000049449	ENST00000054950	9934	RCN1	RCN1	3.32814183693e-06	7.83438620309e-06	3.49820464406e-07	1.95763672365e-07	2.67368202842e-07	8.12952339613e-07	8.647338542703e-06	1.1975480379633e-05
ENSG00000049541	ENST00000055077	9970	RFC2	RFC2	5.37094669549e-06	1.04743751162e-05	4.59595276605e-07	4.29986565101e-07	1.12404543157e-06	2.013627273276e-06	1.2488002389476e-05	1.7858949084966e-05
ENSG00000049769	ENST00000055335	14944	PPP1R3F	PPP1R3F	1.2041069422e-05	2.24995907449e-05	4.76879884197e-07	1.03251671701e-07	2.72670734784e-07	8.52802290682e-07	2.3352393035582e-05	3.5393462457582e-05
ENSG00000050030	ENST00000055682	29433	KIAA2022	KIAA2022	1.42962219562e-05	3.69372488272e-05	2.09956358538e-06	8.22019759539e-08	3.07827481834e-07	2.4895930431679e-06	3.94268418703679e-05	5.37230638265679e-05
ENSG00000050327	ENST00000056217	13209	ARHGEF5	ARHGEF5	1.2802172755e-05	3.0244684434e-05	1.96927338816e-06	4.25730876256e-07	2.79815473056e-06	5.193158994976e-06	3.5437843428976e-05	4.8240016183976e-05
ENSG00000050344	ENST00000056233	7783	NFE2L3	NFE2L3	7.96005791599e-06	1.70040259955e-05	7.60713991857e-07	1.21319182084e-07	1.4547154641e-07	1.027504720351e-06	1.8031530715851e-05	2.5991588631841e-05
ENSG00000038295	ENST00000061240	11843	TLL1	TLL1	1.12987048727e-05	2.82864506227e-05	2.16417922024e-06	8.95801161572e-07	4.86395460913e-06	7.923934990942e-06	3.6210385613642e-05	4.7509090486342e-05
ENSG00000053438	ENST00000062104	7860	NNAT	NNAT	1.6144229916e-06	3.26496474708e-06	2.46759557232e-07	8.52707728692e-08	1.50455528585e-07	4.824858586862e-07	3.7474506057662e-06	5.3618735973662e-06
ENSG00000054803	ENST00000064571	16231	CBLN4	CBLN4	4.66000272655e-06	8.27964887494e-06	1.7415785946e-07	8.96291777361e-08	2.27141668921e-07	4.909287061171e-07	8.7705775810571e-06	1.34305803076071e-05
ENSG00000013297	ENST00000064724	8514	CLDN11	CLDN11	3.27908402917e-06	6.61807178433e-06	1.88120036431e-07	7.78384298839e-08	7.0811938098e-07	9.740778472949e-07	7.5921496316249e-06	1.08712336607949e-05
ENSG00000054967	ENST00000064780	13764	RELT	RELT	6.8738435485e-06	1.56134060718e-05	6.97779887248e-07	3.84887893767e-07	1.01417214559e-06	2.096839926605e-06	1.7710245998405e-05	2.4584089546905e-05
ENSG00000057294	ENST00000070846	9024	PKP2	PKP2	1.33448260406e-05	2.87242790878e-05	1.34317531279e-06	6.97173325619e-07	6.40729182877e-07	2.681077821286e-06	3.1405356909086e-05	4.4750182949686e-05
ENSG00000058799	ENST00000072644	25231	YIPF1	YIPF1	3.26017001919e-06	8.26408010842e-06	4.9468856923e-07	3.20705946315e-07	6.03087950744e-07	1.418482466289e-06	9.682562574709e-06	1.2942732593899e-05
ENSG00000133597	ENST00000072869	19039	ADCK2	ADCK2	1.09341600397e-05	2.23110209642e-05	9.7721595873e-07	3.06114213604e-07	1.55803909784e-06	2.841369270174e-06	2.5152390234374e-05	3.6086550274074e-05
ENSG00000040933	ENST00000074304	6074	INPP4A	INPP4A	1.33854952597e-05	2.93381348378e-05	1.26958766124e-06	9.42299880375e-07	3.30182770057e-06	5.513715242185e-06	3.4851850079985e-05	4.8237345339685e-05
ENSG00000059804	ENST00000075120	11007	SLC2A3	SLC2A3	6.95098253618e-06	1.52052597248e-05	5.23853883623e-07	4.05133275773e-07	1.12116503793e-07	1.041103663189e-06	1.6246363387989e-05	2.3197345924169e-05
ENSG00000060140	ENST00000075503	18889	STYK1	STYK1	4.42661916892e-06	1.21425080732e-05	7.25586708885e-07	3.65355540303e-07	1.34597114043e-07	1.225539363231e-06	1.3368047436431e-05	1.7794666605351e-05
ENSG00000088256	ENST00000078429	4379	GNA11	GNA11	8.66436022595e-06	1.66214963464e-05	3.99495494844e-07	2.62455121295e-07	3.02338478318e-08	6.921844639708e-07	1.73136808103708e-05	2.59780410363208e-05
ENSG00000060566	ENST00000078445	18855	CREB3L3	CREB3L3	8.35350138554e-06	1.5527228229e-05	1.02420947483e-06	4.08607079424e-07	5.77725402778e-08	1.4905890945318e-06	1.70178173235318e-05	2.53713187090718e-05
ENSG00000061273	ENST00000080059	14067	HDAC7	HDAC7	1.30750698953e-05	2.86965765595e-05	1.08295571597e-06	9.12610821216e-07	1.73810890607e-06	3.733675443256e-06	3.2430252002756e-05	4.5505321898056e-05
ENSG00000061794	ENST00000081029	16635	MRPS35	MRPS35	4.01886168479e-06	8.60242854878e-06	6.32202061079e-07	3.99935531401e-07	3.09421819132e-07	1.341559411612e-06	9.943987960392e-06	1.3962849645182e-05
ENSG00000062725	ENST00000083182	622	APPBP2	APPBP2	5.97975532039e-06	1.53846361506e-05	1.13142674152e-06	5.38870486993e-07	1.05592091173e-06	2.726218140243e-06	1.8110854290843e-05	2.4090609611233e-05
ENSG00000063180	ENST00000084798	1370	CA11	CA11	4.66150258251e-06	1.06636169016e-05	6.55764750843e-07	4.41274594893e-07	6.13606154192e-07	1.710645499928e-06	1.2374262401528e-05	1.7035764984038e-05
ENSG00000063241	ENST00000085068	26278	ISOC2	ISOC2	3.01366719411e-06	7.08604437868e-06	2.60067559935e-07	1.58689527292e-07	3.88213246054e-07	8.06970333281e-07	7.893014711961e-06	1.0906681906071e-05
ENSG00000012124	ENST00000085219	1643	CD22	CD22	1.26220722184e-05	2.55444566803e-05	1.67871941343e-06	6.55304689358e-07	6.46223746704e-07	2.980247849492e-06	2.8524704529792e-05	4.1146776748192e-05
ENSG00000063515	ENST00000086933	4613	GSC2	GSC2	2.86605494138e-06	5.46166502678e-06	1.42853279006e-07	4.21548247722e-08	7.96476149141e-08	2.646557186923e-07	5.7263207454723e-06	8.5923756868523e-06
ENSG00000067646	ENST00000155093	12870	ZFY	ZFY	6.80054239381e-06	1.78230731748e-05	9.79815036843e-07	2.10662398669e-07	2.75764270908e-08	1.2180538626028e-06	1.90411270374028e-05	2.58416694312128e-05
